id,sig_id,pert_id,pert_iname,pert_desc,cell_id,pert_time,pert_dose,pert_type,is_gold,DrugBank.ID,CAS,CID,Drug_Name,Drug_Description,Drug_Group,Drug_Indication,ATC_Codes,A,B,C,D,G,H,J,L,M,N,P,R,S,V,DrugBank.ID.1,SMILES
93,CPC005_A375_6H:BRD-A82238138-001-01-7:10,BRD-A82238138,budesonide,Budesonide,A375,6,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
764,CPC005_A375_24H:BRD-A34299591-001-03-4:10,BRD-A34299591,budesonide,Budesonide,A375,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
765,CPC005_A375_24H:BRD-A82238138-001-01-7:10,BRD-A82238138,budesonide,Budesonide,A375,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
1129,CPC005_A549_6H:BRD-A34299591-001-03-4:10,BRD-A34299591,budesonide,Budesonide,A549,6,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
1130,CPC005_A549_6H:BRD-A82238138-001-01-7:10,BRD-A82238138,budesonide,Budesonide,A549,6,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
1494,CPC005_A549_24H:BRD-A34299591-001-03-4:10,BRD-A34299591,budesonide,Budesonide,A549,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
1495,CPC005_A549_24H:BRD-A82238138-001-01-7:10,BRD-A82238138,budesonide,Budesonide,A549,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
1995,CPC004_HA1E_6H:BRD-A60571864-001-03-3:10,BRD-A60571864,budesonide,BUDESONIDE,HA1E,6,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
3818,CPC004_HA1E_24H:BRD-A60571864-001-03-3:10,BRD-A60571864,budesonide,BUDESONIDE,HA1E,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
3854,CPC005_HA1E_24H:BRD-A34299591-001-03-4:10,BRD-A34299591,budesonide,Budesonide,HA1E,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
3855,CPC005_HA1E_24H:BRD-A82238138-001-01-7:10,BRD-A82238138,budesonide,Budesonide,HA1E,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
5619,CPC004_HCC515_6H:BRD-A60571864-001-03-3:10,BRD-A60571864,budesonide,BUDESONIDE,HCC515,6,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
5655,CPC005_HCC515_6H:BRD-A34299591-001-03-4:10,BRD-A34299591,budesonide,Budesonide,HCC515,6,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
5656,CPC005_HCC515_6H:BRD-A82238138-001-01-7:10,BRD-A82238138,budesonide,Budesonide,HCC515,6,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
7415,CPC004_HCC515_24H:BRD-A60571864-001-03-3:10,BRD-A60571864,budesonide,BUDESONIDE,HCC515,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
14316,CPC004_VCAP_6H:BRD-A60571864-001-03-3:10,BRD-A60571864,budesonide,BUDESONIDE,VCAP,6,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
30586,CPC005_PC3_24H:BRD-A34299591-001-03-4:10,BRD-A34299591,budesonide,Budesonide,PC3,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
30587,CPC005_PC3_24H:BRD-A82238138-001-01-7:10,BRD-A82238138,budesonide,Budesonide,PC3,24,10,trt_cp,1,DB01222,51333-22-3,5281004,Budesonide,"Budesonide is a glucocorticoid used in the management of asthma, the treatment of various skin disorders, and allergic rhinitis. [PubChem] The extended release oral tablet, marketed as Uceris, was FDA approved on January 14, 2013 for the management of ulcerative colitis. Budesonide is provided as a mixture of two epimers (22R and 22S). Interestingly, the 22R form is two times more active than the 22S epimer. The two forms do not interconvert. ",approved;,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",A07EA06;D07AC09;R01AD05;R03AK07;R03AK12;R03BA02;,1,0,0,1,0,0,0,0,0,0,0,1,0,0,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
